meeting_date,decision,decision_num,target_rate_lag1,target_rate_lag2,target_rate_lag3,target_rate_lag4,PCE_inflation_gap_lag1,PCE_inflation_gap_lag2,PCE_inflation_gap_lag3,PCE_inflation_gap_lag4,unemployment_gap_lag1,unemployment_gap_lag2,unemployment_gap_lag3,unemployment_gap_lag4,output_gap_pct_lag1,output_gap_pct_lag2,output_gap_pct_lag3,output_gap_pct_lag4,NFCI_lag1,NFCI_lag2,NFCI_lag3,NFCI_lag4,lagged_upper_bound,PCE_gap_change_1m,unemployment_gap_change_1m,output_gap_change_1q,nfci_change_1m,prev_decision,prev_decision_num,time_since_last_change,consecutive_same
2014-06-18,same,0.0,0.25,0.25,0.25,0.25,-0.3268861842312214,-0.6102965817694299,-0.5945945945945867,-0.6118998044040573,1.3917271941382605,1.8849440861233306,1.7713778700934713,1.864747408437898,-1.8881864553891827,-2.151611716419502,-2.6784622384801398,-2.41276683780565,-0.77125,-0.7785,-0.77,-0.77675,0.25,0.2834103975382085,-0.4932168919850701,0.26342526103031916,0.007249999999999979,same,0.0,42,42
2014-07-30,same,0.0,0.25,0.25,0.25,0.25,-0.34854138576192284,-0.3268861842312214,-0.6102965817694299,-0.5945945945945867,1.3055160281828995,1.3917271941382605,1.8849440861233306,1.7713778700934713,-1.4135589397138837,-1.8881864553891827,-2.151611716419502,-2.6784622384801398,-0.7897500000000001,-0.77125,-0.7785,-0.77,0.25,-0.02165520153070144,-0.08621116595536105,0.47462751567529904,-0.018500000000000072,same,0.0,43,43
2014-09-17,same,0.0,0.25,0.25,0.25,0.25,-0.33075830967095143,-0.34854138576192284,-0.3268861842312214,-0.6102965817694299,1.4124104452052197,1.3055160281828995,1.3917271941382605,1.8849440861233306,-1.1762451818762343,-1.4135589397138837,-1.8881864553891827,-2.151611716419502,-0.75575,-0.7897500000000001,-0.77125,-0.7785,0.25,0.017783076090971406,0.10689441702232028,0.2373137578376494,0.03400000000000003,same,0.0,44,44
2014-10-29,same,0.0,0.25,0.25,0.25,0.25,-0.5027506876719139,-0.33075830967095143,-0.34854138576192284,-0.3268861842312214,1.1263363482416473,1.4124104452052197,1.3055160281828995,1.3917271941382605,-1.1683930165507996,-1.1762451818762343,-1.4135589397138837,-1.8881864553891827,-0.69675,-0.75575,-0.7897500000000001,-0.77125,0.25,-0.17199237800096245,-0.28607409696357244,0.007852165325434646,0.05900000000000005,same,0.0,45,45
2014-12-17,same,0.0,0.25,0.25,0.25,0.25,-0.6670551387573758,-0.5027506876719139,-0.33075830967095143,-0.34854138576192284,0.9332992997598604,1.1263363482416473,1.4124104452052197,1.3055160281828995,-1.1644669338880822,-1.1683930165507996,-1.1762451818762343,-1.4135589397138837,-0.6448,-0.69675,-0.75575,-0.7897500000000001,0.25,-0.16430445108546188,-0.19303704848178693,0.003926082662717434,0.05194999999999994,same,0.0,46,46
2015-01-28,same,0.0,0.25,0.25,0.25,0.25,-1.2677411994108638,-0.6670551387573758,-0.5027506876719139,-0.33075830967095143,0.8472750560047126,0.9332992997598604,1.1263363482416473,1.4124104452052197,-0.9027234289958599,-1.1644669338880822,-1.1683930165507996,-1.1762451818762343,-0.60475,-0.6448,-0.69675,-0.75575,0.25,-0.6006860606534881,-0.08602424375514772,0.2617435048922223,0.04005000000000003,same,0.0,47,47
2015-03-18,same,0.0,0.25,0.25,0.25,0.25,-1.9585981327757889,-1.2677411994108638,-0.6670551387573758,-0.5027506876719139,0.95426293412714,0.8472750560047126,0.9332992997598604,1.1263363482416473,-0.7718516765497486,-0.9027234289958599,-1.1644669338880822,-1.1683930165507996,-0.5226,-0.60475,-0.6448,-0.69675,0.25,-0.690856933364925,0.10698787812242738,0.13087175244611127,0.08215000000000006,same,0.0,48,48
2015-04-29,same,0.0,0.25,0.25,0.25,0.25,-1.8006507256107067,-1.9585981327757889,-1.2677411994108638,-0.6670551387573758,0.6682009016185937,0.95426293412714,0.8472750560047126,0.9332992997598604,-0.6970744881373787,-0.7718516765497486,-0.9027234289958599,-1.1644669338880822,-0.5345,-0.5226,-0.60475,-0.6448,0.25,0.15794740716508215,-0.28606203250854634,0.07477718841236991,-0.011900000000000022,same,0.0,49,49
2015-06-17,same,0.0,0.25,0.25,0.25,0.25,-1.889675935950173,-1.8006507256107067,-1.9585981327757889,-1.2677411994108638,0.67516988536432,0.6682009016185937,0.95426293412714,0.8472750560047126,-0.6596858939311937,-0.6970744881373787,-0.7718516765497486,-0.9027234289958599,-0.5425,-0.5345,-0.5226,-0.60475,0.25,-0.0890252103394662,0.006968983745726298,0.03738859420618501,-0.008000000000000007,same,0.0,50,50
2015-07-29,same,0.0,0.25,0.25,0.25,0.25,-1.7295713242779103,-1.889675935950173,-1.8006507256107067,-1.9585981327757889,0.5889832477397272,0.67516988536432,0.6682009016185937,0.95426293412714,-0.7307477468043554,-0.6596858939311937,-0.6970744881373787,-0.7718516765497486,-0.543,-0.5425,-0.5345,-0.5226,0.25,0.16010461167226264,-0.08618663762459278,-0.07106185287316169,-0.000500000000000056,same,0.0,51,51
2015-09-17,same,0.0,0.25,0.25,0.25,0.25,-1.7802671704777655,-1.7295713242779103,-1.889675935950173,-1.8006507256107067,0.495889928927431,0.5889832477397272,0.67516988536432,0.6682009016185937,-0.7662786732409362,-0.7307477468043554,-0.6596858939311937,-0.6970744881373787,-0.5202,-0.543,-0.5425,-0.5345,0.25,-0.05069584619985523,-0.09309331881229621,-0.035530926436580845,0.022800000000000042,same,0.0,52,52
2015-10-28,same,0.0,0.25,0.25,0.25,0.25,-1.934300350055949,-1.7802671704777655,-1.7295713242779103,-1.889675935950173,0.30949393632060396,0.495889928927431,0.5889832477397272,0.67516988536432,-0.9811861645010362,-0.7662786732409362,-0.7307477468043554,-0.6596858939311937,-0.401,-0.5202,-0.543,-0.5425,0.25,-0.15403317957818352,-0.18639599260682704,-0.2149074912601,0.11919999999999997,same,0.0,53,53
2015-12-16,higher,1.0,0.25,0.25,0.25,0.25,-1.9045017662038903,-1.934300350055949,-1.7802671704777655,-1.7295713242779103,0.3162959400171905,0.30949393632060396,0.495889928927431,0.5889832477397272,-1.0886399101310862,-0.9811861645010362,-0.7662786732409362,-0.7307477468043554,-0.442,-0.401,-0.5202,-0.543,0.25,0.02979858385205869,0.006802003696586567,-0.10745374563004995,-0.04099999999999998,same,0.0,54,54
2016-01-27,same,0.0,0.5,0.25,0.25,0.25,-1.654036243822075,-1.9045017662038903,-1.934300350055949,-1.7802671704777655,0.3296091171872906,0.3162959400171905,0.30949393632060396,0.495889928927431,-1.0454513445008848,-1.0886399101310862,-0.9811861645010362,-0.7662786732409362,-0.3925,-0.442,-0.401,-0.5202,0.5,0.2504655223818153,0.013313177170100055,0.04318856563020135,0.04949999999999999,higher,1.0,0,0
2016-03-16,same,0.0,0.5,0.5,0.25,0.25,-1.128851366730819,-1.654036243822075,-1.9045017662038903,-1.934300350055949,0.13626570577233998,0.3296091171872906,0.3162959400171905,0.30949393632060396,-1.0238570616857843,-1.0454513445008848,-1.0886399101310862,-0.9811861645010362,-0.31799999999999995,-0.3925,-0.442,-0.401,0.5,0.5251848770912559,-0.1933434114149506,0.021594282815100563,0.07450000000000007,same,0.0,1,1
2016-04-27,same,0.0,0.5,0.5,0.5,0.25,-1.3144895266369732,-1.128851366730819,-1.654036243822075,-1.9045017662038903,0.34921100619672707,0.13626570577233998,0.3296091171872906,0.3162959400171905,-1.1490005911909884,-1.0238570616857843,-1.0454513445008848,-1.0886399101310862,-0.35225,-0.31799999999999995,-0.3925,-0.442,0.5,-0.18563815990615407,0.21294530042438709,-0.12514352950520413,-0.03425000000000006,same,0.0,2,2
2016-06-15,same,0.0,0.5,0.5,0.5,0.5,-1.0740931468473862,-1.3144895266369732,-1.128851366730819,-1.654036243822075,0.4556836564089197,0.34921100619672707,0.13626570577233998,0.3296091171872906,-1.2115723559435905,-1.1490005911909884,-1.0238570616857843,-1.0454513445008848,-0.382,-0.35225,-0.31799999999999995,-0.3925,0.5,0.24039637978958694,0.10647265021219265,-0.06257176475260207,-0.02975,same,0.0,3,3
2016-07-27,same,0.0,0.5,0.5,0.5,0.5,-1.1703925509660023,-1.0740931468473862,-1.3144895266369732,-1.128851366730819,0.26818954211143353,0.4556836564089197,0.34921100619672707,0.13626570577233998,-1.078461614047954,-1.2115723559435905,-1.1490005911909884,-1.0238570616857843,-0.3565,-0.382,-0.35225,-0.31799999999999995,0.5,-0.09629940411861604,-0.1874941142974862,0.13311074189563654,0.025500000000000023,same,0.0,4,4
2016-09-21,same,0.0,0.5,0.5,0.5,0.5,-1.244915731776051,-1.1703925509660023,-1.0740931468473862,-1.3144895266369732,0.17444248496268955,0.26818954211143353,0.4556836564089197,0.34921100619672707,-1.0119062431001355,-1.078461614047954,-1.2115723559435905,-1.1490005911909884,-0.3498,-0.3565,-0.382,-0.35225,0.5,-0.07452318081004883,-0.09374705714874398,0.06655537094781838,0.006699999999999984,same,0.0,5,5
2016-11-02,same,0.0,0.5,0.5,0.5,0.5,-0.7802250787365388,-1.244915731776051,-1.1703925509660023,-1.0740931468473862,0.3864439132838031,0.17444248496268955,0.26818954211143353,0.4556836564089197,-0.9770275991575189,-1.0119062431001355,-1.078461614047954,-1.2115723559435905,-0.3386,-0.3498,-0.3565,-0.382,0.5,0.4646906530395123,0.21200142832111357,0.03487864394261664,0.011199999999999988,same,0.0,6,6
2016-12-14,higher,1.0,0.5,0.5,0.5,0.5,-0.6025959113371098,-0.7802250787365388,-1.244915731776051,-1.1703925509660023,0.09816427760230972,0.3864439132838031,0.17444248496268955,0.26818954211143353,-0.9635318255553766,-0.9770275991575189,-1.0119062431001355,-1.078461614047954,-0.41000000000000003,-0.3386,-0.3498,-0.3565,0.5,0.17762916739942902,-0.2882796356814934,0.01349577360214227,-0.07140000000000002,same,0.0,7,7
2017-02-01,same,0.0,0.75,0.5,0.5,0.5,-0.34284189788211616,-0.6025959113371098,-0.7802250787365388,-1.244915731776051,0.10388392776026034,0.09816427760230972,0.3864439132838031,0.17444248496268955,-0.9674753739245426,-0.9635318255553766,-0.9770275991575189,-1.0119062431001355,-0.453,-0.41000000000000003,-0.3386,-0.3498,0.75,0.2597540134549936,0.005719650157950618,-0.0039435483691659945,-0.04299999999999998,higher,1.0,0,0
2017-03-15,higher,1.0,0.75,0.75,0.5,0.5,0.19713684642619533,-0.34284189788211616,-0.6025959113371098,-0.7802250787365388,0.015017390680929665,0.10388392776026034,0.09816427760230972,0.3864439132838031,-0.9505776630256947,-0.9674753739245426,-0.9635318255553766,-0.9770275991575189,-0.4885,-0.453,-0.41000000000000003,-0.3386,0.75,0.5399787443083115,-0.08886653707933068,0.01689771089884795,-0.035499999999999976,same,0.0,1,1
2017-05-03,same,0.0,1.0,0.75,0.75,0.5,-0.0936389790423302,0.19713684642619533,-0.34284189788211616,-0.6025959113371098,-0.17956879655635039,0.015017390680929665,0.10388392776026034,0.09816427760230972,-0.9297364037576807,-0.9505776630256947,-0.9674753739245426,-0.9635318255553766,-0.481,-0.4885,-0.453,-0.41000000000000003,1.0,-0.29077582546852554,-0.19458618723728005,0.020841259268013945,0.007500000000000007,higher,1.0,0,0
2017-06-14,higher,1.0,1.0,1.0,0.75,0.75,-0.44222795024095696,-0.0936389790423302,0.19713684642619533,-0.34284189788211616,-0.1690674126834466,-0.17956879655635039,0.015017390680929665,0.10388392776026034,-0.8132565208146824,-0.9297364037576807,-0.9505776630256947,-0.9674753739245426,-0.53125,-0.481,-0.4885,-0.453,1.0,-0.34858897119862675,0.01050138387290378,0.11647988294299838,-0.05025000000000002,same,0.0,1,1
2017-07-26,same,0.0,1.25,1.0,1.0,0.75,-0.5344520722094996,-0.44222795024095696,-0.0936389790423302,0.19713684642619533,-0.2639798415732635,-0.1690674126834466,-0.17956879655635039,0.015017390680929665,-0.7176178971396979,-0.8132565208146824,-0.9297364037576807,-0.9505776630256947,-0.5612,-0.53125,-0.481,-0.4885,1.25,-0.09222412196854268,-0.09491242888981688,0.09563862367498444,-0.029950000000000032,higher,1.0,0,0
2017-09-20,same,0.0,1.25,1.25,1.0,1.0,-0.5143682251733654,-0.5344520722094996,-0.44222795024095696,-0.0936389790423302,-0.25889227046307983,-0.2639798415732635,-0.1690674126834466,-0.17956879655635039,-0.6219792734647136,-0.7176178971396979,-0.8132565208146824,-0.9297364037576807,-0.5752499999999999,-0.5612,-0.53125,-0.481,1.25,0.020083847036134195,0.005087571110183653,0.09563862367498432,-0.014049999999999896,same,0.0,1,1
2017-11-01,same,0.0,1.25,1.25,1.25,1.0,-0.24255569294386703,-0.5143682251733654,-0.5344520722094996,-0.44222795024095696,-0.24940121454285347,-0.25889227046307983,-0.2639798415732635,-0.1690674126834466,-0.2086038150394391,-0.6219792734647136,-0.7176178971396979,-0.8132565208146824,-0.561,-0.5752499999999999,-0.5612,-0.53125,1.25,0.2718125322294984,0.009491055920226366,0.4133754584252745,0.014249999999999874,same,0.0,2,2
